forecast_date,target,target_end_date,location,type,quantile,value
2022-10-19,5 wk ahead CLI pct,2022-11-19,Benning,quantile,0.8,3.039093841837298
2022-10-19,5 wk ahead CLI pct,2022-11-19,Benning,quantile,0.85,3.2730951582482817
2022-10-19,5 wk ahead CLI pct,2022-11-19,Benning,quantile,0.9,3.5746567237012794
2022-10-19,5 wk ahead CLI pct,2022-11-19,Benning,quantile,0.95,4.098061483456063
2022-10-19,5 wk ahead CLI pct,2022-11-19,Benning,quantile,0.975,4.683057207916406
2022-10-19,5 wk ahead CLI pct,2022-11-19,Benning,quantile,0.99,5.304882537871051
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,point,,2.99235364705915
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.01,0.0008080110049200062
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.025,0.0008080110049200062
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.05,0.09777332753432888
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.1,0.7498250339768695
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.15,1.1552628750725429
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.2,1.5268410980889104
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.25,1.8125661946283183
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.3,2.0947924326988607
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.35,2.3216627690173546
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.4,2.5448249611726697
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.45,2.768303263932361
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.5,2.99235364705915
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.55,3.2352945465550924
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.6,3.445490563039458
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.65,3.6681931401515238
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.7,3.918950448534522
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.75,4.190536761849998
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.8,4.518083164331361
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.85,4.961946617268436
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.9,5.444038753188576
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.95,6.282834404436942
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.975,7.002253073081604
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bliss_White_Sands,quantile,0.99,7.841094711959705
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,point,,2.688543901821933
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.01,0.0008080110049200062
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.025,0.0008080110049200062
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.05,0.0008080110049200062
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.1,0.38349010764545644
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.15,0.8447878771631392
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.2,1.1624383915208067
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.25,1.479102511596567
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.3,1.7677871522007216
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.35,2.003685231614237
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.4,2.2281260712689743
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.45,2.4544093824266078
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.5,2.688543901821933
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.55,2.9306515348026068
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.6,3.1745604815673385
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.65,3.4102118926430425
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.7,3.6238152983592977
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.75,3.930603975499391
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.8,4.27323303799903
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.85,4.664597092545335
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.9,5.242141631414203
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.95,6.1146485379569935
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.975,7.349278117629394
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bliss_White_Sands,quantile,0.99,8.737213944371353
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,point,,2.338645154620375
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.01,0.0008080110049200062
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.025,0.0008080110049200062
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.05,0.0008080110049200062
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.1,0.0008080110049200062
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.15,0.41438111593632776
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.2,0.8013538092202408
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.25,1.1135130556995945
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.3,1.37923733326575
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.35,1.6426830877981722
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.4,1.8570537133643086
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.45,2.074090636751137
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.5,2.338645154620375
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.55,2.584646633952178
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.6,2.8167913437044154
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.65,3.053327869445514
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.7,3.3609557315116305
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.75,3.681213367984884
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.8,4.029550693113799
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.85,4.452178293047492
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.9,5.032907172914119
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.95,5.89116431205884
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.975,7.063611260492266
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bliss_White_Sands,quantile,0.99,9.049421644772016
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,point,,2.155630401692741
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.01,0.0008080110049200062
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.025,0.0008080110049200062
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.05,0.0008080110049200062
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.1,0.0008080110049200062
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.15,0.18635552242436115
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.2,0.5294198488904163
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.25,0.8480261391105879
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.3,1.1587077214748183
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.35,1.4713133842760833
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.4,1.723477300026011
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.45,1.9326979215261337
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.5,2.155630401692741
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.55,2.381371509042962
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.6,2.6399176601099414
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.65,2.9015342925964225
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.7,3.214235840913573
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.75,3.537395005060911
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.8,3.892798472641955
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.85,4.308603342565002
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.9,4.914190572362915
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.95,5.851693072621588
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.975,7.221899988518935
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bliss_White_Sands,quantile,0.99,10.283242484651161
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,point,,2.132768972589326
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.01,0.35952032839947856
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.025,0.6518865427201892
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.05,0.8788459963424999
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.1,1.164417472492079
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.15,1.3494931357081095
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.2,1.5000152801494244
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.25,1.6420183511145403
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.3,1.7567159113934117
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.35,1.8602757385642756
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.4,1.9503638173588476
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.45,2.048273737957881
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.5,2.132768972589326
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.55,2.242449170526025
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.6,2.351758182954192
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.65,2.450381603911062
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.7,2.5423616422326445
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.75,2.656370684448807
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.8,2.7736143873053734
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.85,2.932145631975845
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.9,3.1259831857921565
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.95,3.418764388830674
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.975,3.704556628584797
2022-10-19,2 wk ahead CLI pct,2022-10-29,Bragg_Pope,quantile,0.99,4.048063341335956
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,point,,2.116304619865046
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.01,0.2152634679051113
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.025,0.6002605086091763
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.05,0.817179248090443
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.1,1.1153041529168664
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.15,1.2889926450458224
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.2,1.4460991385954007
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.25,1.587380895177605
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.3,1.6954321253754618
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.35,1.7980856834938939
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.4,1.91000280493562
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.45,2.0235859591319483
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.5,2.116304619865046
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.55,2.2086099704904103
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.6,2.306836297479284
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.65,2.4134713587470196
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.7,2.5196788690907272
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.75,2.6390872975064825
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.8,2.780267361486232
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.85,2.961608036778399
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.9,3.188016720026459
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.95,3.4938187189037837
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.975,3.786652193120913
2022-10-19,3 wk ahead CLI pct,2022-11-05,Bragg_Pope,quantile,0.99,4.139226472539081
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,point,,2.1041055510199693
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.01,0.13527159824350732
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.025,0.43221068176020316
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.05,0.7008299509171321
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.1,1.0078759851155108
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.15,1.2242899692527147
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.2,1.377883608412818
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.25,1.516584349146779
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.3,1.661970096482844
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.35,1.779126199346421
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.4,1.892355886089128
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.45,1.9943330893097442
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.5,2.1041055510199693
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.55,2.2201383678567823
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.6,2.335602346980523
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.65,2.4566070252743266
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.7,2.572207078346224
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.75,2.6984894593074387
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.8,2.8568873325986295
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.85,3.025511759463633
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.9,3.255656779592659
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.95,3.606348772026646
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.975,3.887582159194741
2022-10-19,4 wk ahead CLI pct,2022-11-12,Bragg_Pope,quantile,0.99,4.241389166810315
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bragg_Pope,point,,2.0699058655217204
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bragg_Pope,quantile,0.01,0.04599613012434034
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bragg_Pope,quantile,0.025,0.3477383282449369
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bragg_Pope,quantile,0.05,0.6190119242168908
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bragg_Pope,quantile,0.1,0.9460637378179857
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bragg_Pope,quantile,0.15,1.1393303464831996
2022-10-19,5 wk ahead CLI pct,2022-11-19,Bragg_Pope,quantile,0.2,1.348531656199547
